major_id,专业名,学院,教育层次,是否含子轨道,子轨道数,top_industry_name,top_industry_score,top_industries_str,industry_names,industries_json
M_032,城市轨道交通运营管理,交通与环境学院,高职专科,False,0,交通运输,98,交通运输(98) | 建筑业(40),交通运输|建筑业,"[{""name"": ""交通运输"", ""score"": 98, ""reason"": ""培养目标明确面向城市轨道交通及相关行业，涵盖站务综合、调度、司机、车辆检修、通信信号等岗位群；核心课程包括行车组织、客运组织、票务组织、列车驾驶、车辆检修、通信信号维护等城市轨道交通运营管理全链条；实训基地配备行车调度沙盘、模拟驾驶、AFC票务系统、CBTC系统等仿真设备；合作企业包括深圳市地铁运营集团、深圳地铁运营集团广东省大学生校外实践教学基地；毕业生主要从事城市轨道交通运营管理相关工作。完全契合交通运输行业中的城市公共交通-轨道交通细分领域。""}, {""name"": ""建筑业"", ""score"": 40, ""reason"": ""涉及城市轨道交通车站设备检修维护、FAS、BAS、IBP综合后备盘等建筑机电设备；城市轨道交通车站建设属于建筑业范畴；但该专业侧重运营管理而非工程建设，关联度较低。""}]"
M_033,智能建造技术,交通与环境学院,高职专科,False,0,建筑业,95,建筑业(95) | 建材及非金属(45) | 商业服务(30),建筑业|建材及非金属|商业服务,"[{""name"": ""建筑业"", ""score"": 95, ""reason"": ""培养目标明确指向'房屋建筑行业的建筑工程技术人员'，核心课程涵盖建筑施工技术、BIM建模、装配式建筑施工、建筑工程计量与计价等；校外实训合作单位均为深圳市建筑工务署、广胜达建设、中建七局南方公司、中装建设、中建科技集团等建筑企业，完整覆盖建筑业产业链的施工、管理、造价等环节。""}, {""name"": ""建材及非金属"", ""score"": 45, ""reason"": ""课程设置中包含'建筑材料知识'、'建筑材料与检测'等模块，涉及水泥、混凝土、砂浆、沥青、钢筋等材料的技术指标试验与质量验收，与建材行业的材料生产与检测环节有一定关联，但非主要服务方向。""}, {""name"": ""商业服务"", ""score"": 30, ""reason"": ""部分就业岗位涉及工程招投标代理、造价咨询、工程监理等商务服务活动，属于商业服务范畴，但均为建筑业的延伸业务，非核心行业。""}]"
M_034,环境工程技术,交通与环境学院,高职专科,True,1,环保,92,环保(92) | 公用事业(55) | 商贸零售(20),环保|公用事业|商贸零售,"[{""name"": ""环保"", ""score"": 92, ""reason"": ""培养目标直接指向'环境保护和水务行业'的职业类别，包括工艺工程师、智能化环境污染治理设施运维管理工程师等；核心课程覆盖水污染治理、大气污染控制、固体废物处理与处置、环境工程设计、环境影响评价等完整环保产业链；实训基地涵盖水处理工程、固废处理、大气污染控制等各类环保企业，深度服务环保行业。""}, {""name"": ""公用事业"", ""score"": 55, ""reason"": ""职业面向包含'市政设施运维管理人员'，知识要求涵盖'建筑给水排水设备、设施、管道工程'及'水厂中央控制室(PLC自动控制)'等，与城镇供水、排水等公用事业运营管理密切相关，但公用事业仅为环保水务的一个应用场景。""}, {""name"": ""商贸零售"", ""score"": 20, ""reason"": ""该专业培养大型仪器分析工程师及环境检测分析能力，与第三方环境检测服务机构的检测产品/试剂耗材销售有一定关联，但并非主要服务行业，此处赋值偏低以示区分。""}]"
M_035,环境监测技术,交通与环境学院,高职专科,False,0,环保,90,环保(90) | 商业服务(35) | 医药生物(30),环保|医药生物|商业服务,"[{""name"": ""环保"", ""score"": 90, ""reason"": ""培养目标明确面向'环境监测与保护行业的生态环境监测、环境污染防治与环境影响评价'等职业；核心课程覆盖水环境监测、大气环境监测、土壤与固废监测、物理性污染监测、生物监测、自动在线监测设备运营管理等；校外合作企业包括环境监测站、环境检测公司等，完整对应环境监测与保护行业链条。""}, {""name"": ""医药生物"", ""score"": 30, ""reason"": ""课程中包含化学分析、仪器分析、环境微生物等专业基础知识，与生物监测、实验室分析相关，但医药生物并非该专业的主要服务方向，仅作为部分分析检测技能的交叉应用。""}, {""name"": ""商业服务"", ""score"": 35, ""reason"": ""毕业生可从事环境影响评价、实验室管理等技术服务类工作，部分岗位属于第三方环境技术服务机构范畴，与商业服务中的专业技术服务有一定关联。""}]"
M_036,关务与外贸服务,管理学院,高职专科,False,0,商业服务,95,商业服务(95) | 交通运输(80) | 商贸零售(70),商业服务|交通运输|商贸零售,"[{""name"": ""商业服务"", ""score"": 95, ""reason"": ""培养目标明确指向报关员、关务专员、报检员等商务服务业核心岗位，职业分类对应国民经济行业'商务服务业(G72)'和'多式联运和运输代理业(G58)'，核心课程覆盖报关实务、商品归类、关务操作等典型的商业服务技能。""}, {""name"": ""交通运输"", ""score"": 80, ""reason"": ""培养国际货代员、集装箱货物运输代理等岗位，涉及国际货物运输及代理、多式联运业务处理能力，课程设置包含国际集装箱与多式联运业务，符合交通运输行业对货运代理人才的需求。""}, {""name"": ""商贸零售"", ""score"": 70, ""reason"": ""培养方案涉及进出口商品归类、税费核算、外贸跟单等与进出口贸易紧密相关的技能，可服务于有进出口业务的商贸零售企业通关及供应链环节。""}]"
M_037,国际商务,管理学院,高职专科,False,0,商贸零售,92,商贸零售(92) | 商业服务(85) | 信息技术(65),商贸零售|商业服务|信息技术,"[{""name"": ""商贸零售"", ""score"": 92, ""reason"": ""培养目标聚焦跨境电商平台运营、外贸业务员等岗位，实训合作企业包括沃尔玛、阿里巴巴国际站、速卖通、傲基、通拓等电商及零售企业，核心课程涵盖跨境电商运营与推广、国际贸易实务，直接对接商贸零售行业的数字化转型需求。""}, {""name"": ""商业服务"", ""score"": 85, ""reason"": ""培养国际商务专员、市场推广专员等商务服务类岗位，课程涉及国际商务谈判、跨文化交流、数字贸易规则，服务于商业服务领域的国际市场拓展需求。""}, {""name"": ""信息技术"", ""score"": 65, ""reason"": ""跨境电商平台运营依赖数字化平台技术支撑，阿里巴巴数字贸易学院共建及OCALE跨境电商教学系统、跨境电商数据运营系统等数字化教学资源，表明该专业与信息技术应用深度关联。""}]"
M_038,工商企业管理,管理学院,高职专科,False,0,商业服务,88,商业服务(88) | 商贸零售(78) | 信息技术(70),商业服务|商贸零售|信息技术,"[{""name"": ""商业服务"", ""score"": 88, ""reason"": ""培养目标覆盖企业运营管理、人力资源管理、市场营销管理等通用商业服务职能，职业面向各类生产型和服务型企业，核心课程涉及管理学原理、风险管理、人力资源管理等商业服务核心技能。""}, {""name"": ""商贸零售"", ""score"": 78, ""reason"": ""校外实训合作包括金拱门（麦当劳）等零售连锁企业，市场营销管理、客户关系管理等课程直接面向商贸零售行业运营管理需求，毕业生可在零售企业从事运营策划及推广工作。""}, {""name"": ""信息技术"", ""score"": 70, ""reason"": ""培养规格明确要求掌握现代信息技术与生成式人工智能应用，专业课程包含ERP实训、金蝶软件教学实践基地，数字化管理能力是核心培养目标之一，体现信息技术与企业管理深度融合。""}]"
M_039,文化产业经营与管理,管理学院,高职专科,False,0,文化传媒,92,文化传媒(92) | 商业服务(65) | 商贸零售(45),文化传媒|商业服务|商贸零售,"[{""name"": ""文化传媒"", ""score"": 92, ""reason"": ""专业名称即'文化产业经营与管理'，培养目标明确指向'数字创意产业'，核心课程涵盖新媒体营销、活动策划执行、广告设计、文化企业项目管理；合作实训单位包括深圳广电集团、深圳文化产权交易所、大芬油画村等文化传媒类主体，与文化传媒行业高度契合。""}, {""name"": ""商业服务"", ""score"": 65, ""reason"": ""培养规格涵盖市场调研、消费者行为分析、品牌策划、公关维护等商业服务核心能力，职业面向包含文化经纪、项目经营与管理，属于商务服务范畴，但文化属性更强于纯商业服务。""}, {""name"": ""商贸零售"", ""score"": 45, ""reason"": ""新媒体营销和直播运营涉及数字商贸零售环节，但课程体系以文化内容创意和活动策划为主，商业零售属性较弱，属于间接关联。""}]"
M_040,现代物流管理,管理学院,高职专科,True,1,交通运输,88,交通运输(88) | 商业服务(72) | 信息技术(40),交通运输|商业服务|信息技术,"[{""name"": ""交通运输"", ""score"": 88, ""reason"": ""方案明确对应'交通运输、仓储和邮政业'，培养目标面向物流与供应链行业的物流服务师、货运代理员；核心能力涵盖运输调度、仓储配送、国际货代；合作企业包括顺丰速运、百世物流、华展国际物流等头部运输与仓储企业，与交通运输行业直接对应。""}, {""name"": ""商业服务"", ""score"": 72, ""reason"": ""培养目标涵盖供应链管理师职业，核心能力包括采购、供应商管理、供应链流程优化与数据分析，这些均属于现代商业服务范畴，且怡亚通作为供应链服务龙头企业的参与强化了商业服务属性。""}, {""name"": ""信息技术"", ""score"": 40, ""reason"": ""课程涉及智慧物流技术、大数据与人工智能在物流领域的应用、ERP系统等信息化工具，但信息技术在本专业中是支撑工具而非服务主体，信息技术产业属性不明显。""}]"
M_041,电子商务,管理学院,高职专科,False,0,商贸零售,90,商贸零售(90) | 商业服务(68) | 信息技术(48),商贸零售|商业服务|信息技术,"[{""name"": ""商贸零售"", ""score"": 90, ""reason"": ""培养目标明确面向'批发业、零售业'，职业面向包括网店运营推广、视觉营销设计、客户服务管理、跨境电商运营；核心能力涵盖商品拍摄、网店装修与设计、直播销售与选品、供应链商品管理；合作企业头狼电商等属于电商零售领域，与商贸零售行业高度匹配。""}, {""name"": ""商业服务"", ""score"": 68, ""reason"": ""方案培养商务数据分析师、互联网营销师等职业，涵盖市场分析、营销策划、客户关系管理、数据分析等商业服务能力，金蝶软件等合作企业也涉及企业服务领域。""}, {""name"": ""信息技术"", ""score"": 48, ""reason"": ""课程涉及主流电商平台运营规则、直播技术操作、AI工具应用等数字技术内容，但整体以电商运营和商业应用为核心，信息技术为辅助支撑手段，与纯信息技术行业有差距。""}]"
M_042,大数据与会计,财经学院,高职专科,True,1,商业服务,85,商业服务(85) | 信息技术(55) | 商贸零售(35),商业服务|信息技术|商贸零售,"[{""name"": ""商业服务"", ""score"": 85, ""reason"": ""培养目标明确指向'会计、审计及税务服务行业'，职业类别为会计专业人员、税务专业人员；合作企业包括联洲税务师事务所、正保大数据会计产业学院、金蝶等，均属商业服务范畴""}, {""name"": ""信息技术"", ""score"": 55, ""reason"": ""核心课程涉及大数据财务分析、RPA财务机器人、智能会计信息系统等数字化技能，与金蝶、用友新道等软件企业深度合作，体现数字化转型特征""}, {""name"": ""商贸零售"", ""score"": 35, ""reason"": ""会计核算技能覆盖各类企业主体，商贸零售企业作为主要用工方之一，但非专业聚焦方向""}]"
M_043,财富管理,财经学院,高职专科,True,1,商业服务,90,商业服务(90) | 商贸零售(45),商业服务|商贸零售,"[{""name"": ""商业服务"", ""score"": 90, ""reason"": ""培养目标明确面向'证券、基金、银行等财富管理行业'的营销和客户服务；职业面向为财富管理、证券投资等金融专业服务；与第一创业证券、招商证券、太平人寿等金融企业合作""}, {""name"": ""商贸零售"", ""score"": 45, ""reason"": ""财富管理产品营销、客户服务等岗位具有零售属性；涉及金融产品销售、金融理财师等与零售业交叉的领域""}]"
M_044,财税大数据应用,财经学院,高职专科,False,0,商业服务,80,商业服务(80) | 信息技术(60) | 商贸零售(35),商业服务|信息技术|商贸零售,"[{""name"": ""商业服务"", ""score"": 80, ""reason"": ""培养目标明确指向'财税服务行业'，职业类别为税务专员、财税数据分析师、跨境电商财税顾问；合作企业包括大华会计师事务所、联洲税务师事务所、税友集团、百科财税集团、亿企赢等，均属财税专业服务领域""}, {""name"": ""信息技术"", ""score"": 60, ""reason"": ""核心课程涉及Python程序设计、数据可视化分析、RPA财税机器人、共享服务平台等大数据技术应用；强调财税大数据分析能力培养""}, {""name"": ""商贸零售"", ""score"": 35, ""reason"": ""跨境电商财税顾问岗位涉及电商领域，但整体培养重心仍在财税专业服务""}]"
M_045,金融服务与管理,财经学院,高职专科,True,1,商业服务,85,商业服务(85) | 商贸零售(40) | 信息技术(35),商业服务|商贸零售|信息技术,"[{""name"": ""商业服务"", ""score"": 85, ""reason"": ""培养目标明确面向金融行业（商业银行、证券、保险、金融科技），核心课程涵盖银行综合业务、证券投资、保险学、金融科技等，实训合作单位为邮储银行、招商银行、太平人寿、银河证券等金融机构，属于商业服务范畴内的金融服务细分领域。""}, {""name"": ""商贸零售"", ""score"": 40, ""reason"": ""个人理财、数字营销等课程涉及零售金融业务，智慧银行柜台业务、智慧金融营销等实训内容部分对应零售银行业务，但非主要服务方向。""}, {""name"": ""信息技术"", ""score"": 35, ""reason"": ""金融科技、区块链金融、AI金融等课程涉及信息技术应用，但培养目标是运用技术于金融场景，而非信息技术本身。""}]"
M_046,商务英语,应用外语学院,高职专科,True,1,商贸零售,90,商贸零售(90) | 商业服务(70) | 交通运输(30),商贸零售|商业服务|交通运输,"[{""name"": ""商贸零售"", ""score"": 90, ""reason"": ""培养目标面向跨境电商业务员、外贸业务员等现代服务业岗位，核心课程包含跨境电商操作、进出口贸易实务、市场营销，实训合作单位为国际物流公司、进出口贸易公司、电子商务公司等，均属于商贸零售行业核心领域。""}, {""name"": ""商业服务"", ""score"": 70, ""reason"": ""商务助理人员、外贸跟单员、外贸单证员等岗位属于商业服务中的专业服务细分，跨文化商务交际和国际商务礼仪课程体现服务属性。""}, {""name"": ""交通运输"", ""score"": 30, ""reason"": ""实训基地包含国际物流公司，涉及货运代理、跨境物流等业务，但非主要培养方向。""}]"
M_047,学前教育,应用外语学院,高职专科,True,1,文化传媒,25,文化传媒(25) | 商贸零售(15),文化传媒|商贸零售,"[{""name"": ""文化传媒"", ""score"": 25, ""reason"": ""专业面向幼儿园和学前教育机构，涉及幼儿教育活动设计与组织，部分教育内容制作、资源开发与文化传媒有边缘关联。""}, {""name"": ""商贸零售"", ""score"": 15, ""reason"": ""幼儿园家长服务、幼儿产品推荐等可能涉及零售服务，但关联度极低。""}]"
M_048,现代文秘,应用外语学院,高职专科,False,0,商业服务,85,商业服务(85) | 文化传媒(78) | 商贸零售(52),商业服务|文化传媒|商贸零售,"[{""name"": ""商业服务"", ""score"": 85, ""reason"": ""培养目标明确面向政府机关、事业单位、社会组织的综合文秘、行政事务处理人员，核心课程包括办公室事务管理、文书处理与档案管理，实习单位涵盖档案管理公司、街道办事处等服务机构，符合商业服务行业定义。""}, {""name"": ""文化传媒"", ""score"": 78, ""reason"": ""培养目标提及新媒体行业、融媒体运营，全媒体运营师岗位，设置新媒体写作采编、后台管理与信息处理等课程，ICT实训室支撑内容生产实训，与文化传媒行业高度匹配。""}, {""name"": ""商贸零售"", ""score"": 52, ""reason"": ""培养目标提及跨境商贸行业、涉外服务，实习单位有对外劳动服务公司、国际商务实训室，但商贸零售仅为间接关联，非主要就业方向。""}]"
M_049,工业互联网技术,中德机器人学院,高职专科,False,0,信息技术,92,信息技术(92) | 机械设备(65) | 电力设备(48),信息技术|机械设备|电力设备,"[{""name"": ""信息技术"", ""score"": 92, ""reason"": ""培养目标聚焦工业互联网技术应用，涵盖网络互联集成工程师、数据采集与处理工程师、工业APP开发工程师、Web前端开发等岗位，核心技术涉及工业大数据分析、边缘计算、工业软件运维与开发，海尔卡奥斯工业互联网平台作为核心实训资源。""}, {""name"": ""机械设备"", ""score"": 65, ""reason"": ""工业互联网专业服务于智能制造和工业装备制造企业，企业类型集中在3C和工业装备制造类，实训基地涵盖工业互联网综合应用工场，与机械设备行业存在产业链关联。""}, {""name"": ""电力设备"", ""score"": 48, ""reason"": ""工业网络控制系统涉及工业控制计算机通信设备，具备网络自动化基础知识，但整体偏向信息技术而非电力设备制造，非主要服务行业。""}]"
M_050,工业机器人技术,中德机器人学院,高职专科,True,1,机械设备,90,机械设备(90) | 电力设备(60) | 汽车(45),机械设备|电力设备|汽车,"[{""name"": ""机械设备"", ""score"": 90, ""reason"": ""培养目标面向工业机器人操作工程师、机器人调试工程师、系统集成工程师等职业，核心能力涵盖工业机器人编程、自动化设备维护、机械识图绘图、机器人工作站设计，企业类型集中在3C和工业装备制造类，KEBA工业机器人实训室支撑专业核心技能培养。""}, {""name"": ""电力设备"", ""score"": 60, ""reason"": ""课程体系包含PLC控制技术、自动化生产线安装调试、机电一体化技术，与电力设备行业的自动化控制系统存在技术交叉，实训基地包括智能制造产线实训基地。""}, {""name"": ""汽车"", ""score"": 45, ""reason"": ""培养目标提及新能源汽车行业的工艺优化工程师岗位，涉及机器人应用系统集成，但汽车行业仅为就业方向之一，非核心服务行业。""}]"
M_051,无人机应用技术,中德机器人学院,高职专科,False,0,航空航天与国防,92,航空航天与国防(92) | 机械设备(68) | 交通运输(55),航空航天与国防|机械设备|交通运输,"[{""name"": ""航空航天与国防"", ""score"": 92, ""reason"": ""培养目标明确面向无人机应用技术行业，职业类别直接对应'航空、航天器及设备制造(374)'和'通用航空服务(562)'，核心课程涵盖无人机装配调试与操控，毕业生就业可从事无人机装调检修工、无人机驾驶员等航空航天相关岗位。""}, {""name"": ""机械设备"", ""score"": 68, ""reason"": ""无人机装配调试涉及机械设计、电子电气、传感器等机械设备相关内容，职业面向包括无人机系统测试工程师、售后维修工程师等设备类岗位。""}, {""name"": ""交通运输"", ""score"": 55, ""reason"": ""培养目标明确提及'航空物流'应用方向，职业面向涵盖无人机在巡检、测绘等交通基础设施领域的应用，适合无人机物流操作员等岗位。""}]"
M_052,智能机器人技术,中德机器人学院,高职专科,False,0,机械设备,88,机械设备(88) | 信息技术(75) | 商业服务(48),机械设备|信息技术|商业服务,"[{""name"": ""机械设备"", ""score"": 88, ""reason"": ""培养目标直接面向大湾区智能机器人行业，核心课程涵盖机器人操作系统、编程仿真、传感器技术、机器视觉等机械设备核心技术，职业面向包括机器人系统开发/组装、集成设备装调与维护等机械制造岗位。""}, {""name"": ""信息技术"", ""score"": 75, ""reason"": ""课程涉及Linux操作系统、ROS机器人操作系统、Python/C语言编程、人工智能技术开发、边缘计算等信息技术核心内容，毕业生就业可从事智能机器人应用开发、人工智能技术工程师等IT相关岗位。""}, {""name"": ""商业服务"", ""score"": 48, ""reason"": ""职业面向包括智能机器人技术支持工程师、智能机器人科创培训等技术服务类岗位，以及面向3C自动化装备制造企业的应用服务，涉及设备技术支持和运维服务。""}]"
M_053,体育艺术表演,体育运动学院,高职专科,False,0,文化传媒,82,文化传媒(82) | 商贸零售(52) | 轻工制造(35),文化传媒|商贸零售|轻工制造,"[{""name"": ""文化传媒"", ""score"": 82, ""reason"": ""培养目标明确面向文体活动策划与新媒体内容创作，核心课程涵盖舞蹈编创、音乐处理、舞台表演等内容，职业面向包括新媒体内容创作、文体活动策划执行等文化传播相关岗位。""}, {""name"": ""商贸零售"", ""score"": 52, ""reason"": ""职业面向包括机构运营管理，涉及体育艺术表演机构、健身俱乐部等商业机构的运营岗位，以及职业技能培训相关服务。""}, {""name"": ""轻工制造"", ""score"": 35, ""reason"": ""教学设施涉及体育艺术表演相关服装、器材等轻工产品使用，但非主要培养方向，score较低作为补充。""}]"
